date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:49	43369/43369	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:31%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:49	33946/33946	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:31%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:50	24389/24389	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:32%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:51	47004/47004	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:32%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:52	48829/48829	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:33%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:52	40335/40335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:33%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:53	54262/54262	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:34%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img9.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/business-deck/big/img9.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:54	37537/37537	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:33%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:54	36349/36349	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:33%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:56	44633/44633	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:33%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:57	138301/138301	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:34%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:59	147425/147425	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:34%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:33:59	167670/167670	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:34%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:00	108308/108308	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:34%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/calendar/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:00	44448/44448	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:03%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:00	54812/54812	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:04%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:01	42081/42081	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:04%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:02	41023/41023	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:05%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:03	31297/31297	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:05%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:03	39460/39460	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:05%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:04	17263/17263	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:05%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:04	31930/31930	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:35:05%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/souvenir/big/img8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:06	51888/51888	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:39%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:06	48808/48808	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:39%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:07	55340/55340	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:40%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:08	40885/40885	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:40%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:08	34652/34652	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:40%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:10	50188/50188	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:40%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:10	29442/29442	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:41%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:15	468703/468703	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:42%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img9.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img9.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:16	465934/465934	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:39%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img10.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img10.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:17	535919/535919	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:42%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:17	50733/50733	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:44%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:17	165746/165746	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:39%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img11.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/event-tickets/big/img11.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:18	43357/43357	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:44%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:19	59264/59264	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:44%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:20	35806/35806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:44%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:20	29678/29678	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:44%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:22	36410/36410	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:45%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:22	36315/36315	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:45%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/icon-design/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:24	118654/118654	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:25	152962/152962	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:26	153312/153312	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:27	91511/91511	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:28	131130/131130	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:30	169544/169544	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:30	84134/84134	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:46%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:32	80951/80951	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:50%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:33	209000/209000	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:47%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/menu-design/big/img8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:33	42219/42219	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:50%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:35	59388/59388	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:50%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:36	51523/51523	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:50%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:37	43300/43300	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:50%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:39	117450/117450	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:51%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/newsletter/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:39	35842/35842	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:51%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:40	37725/37725	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:51%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:41	38554/38554	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:51%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:42	32086/32086	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:51%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:43	30507/30507	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:52%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:43	24982/24982	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:52%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:45	46354/46354	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:52%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:45	38616/38616	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:52%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/popup-design/big/img8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:46	32361/32361	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:55%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:47	31870/31870	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:55%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:48	41543/41543	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:56%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:49	30966/30966	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:55%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:50	39632/39632	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:57%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:51	34736/34736	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:56%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/presentation-design/big/img6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:52	50974/50974	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:58%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/resume-design/big/img1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/resume-design/big/img1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:34:53	63002/63002	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2015:34:58%20GMT	https://www.californialogodesigns.com/images/portfolio/more-categories/resume-design/big/img2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/more-categories/resume-design/big/img2.jpg	(from https://www.californialogodesigns.com/portfolio)
